number,state,loss,mamba_expand,depth_tier,d_state,ska_n_heads,ska_rank,n_ska_layers,placement,ska_ridge,ska_layerscale_init,norm_clip_multiplier,gamma_value,ska_power_K,beta_policy,learning_rate,weight_decay,warmup_ratio,grad_clip,n_layers,d_inner,param_count,ska_delta,per_device_batch_size,tokens_per_sec,worker_id,peak_memory_gib,failure_kind
973,COMPLETE,4.2221274971961975,3,full,32,4,32,3,late,0.018179843009816087,0.21699183463215457,1.0,1.0,1,linear,0.004280724672208448,0.15,0.06,1.0,11,192,3005464,0.17520231008529663,24,343007.9816315631,3,4.493893146514893,
974,COMPLETE,4.244579017162323,3,full,8,1,32,4,late,0.004370429866778624,0.032484445791895716,1.0,1.0,1,linear,0.004615316599875975,0.05,0.06,1.0,11,192,2944064,0.16129010915756226,24,414678.0371595867,7,4.493231296539307,
975,PRUNED,4.830674954856647,3,full,32,4,32,3,late,0.017553669232774335,0.10447432566371029,1.0,1.05,1,linear,0.0042614370074901394,0.15,0.06,1.0,11,192,3005464,,24,,0,,
976,PRUNED,4.799251412566227,3,full,24,8,16,6,late,0.007371625910359618,0.2508833431754234,0.75,1.05,1,linear,0.004286293710639901,0.15,0.06,1.0,11,192,3069772,,24,,5,,
977,COMPLETE,4.183685779571533,3,full,24,4,32,3,late,0.01292074778434751,0.23758346865127034,1.0,1.05,1,linear,0.005164542387449613,0.15,0.06,0.5,11,192,2993320,0.1762300729751587,24,350235.5141243706,1,4.493767261505127,
978,COMPLETE,4.17924576997757,3,full,24,4,32,3,midlate,0.005941474669008772,0.06494572402091439,0.8164965809277261,1.05,1,linear,0.005412932134035806,0.15,0.04,1.0,11,192,2993320,0.17802637815475464,24,313815.02979027847,0,4.493767261505127,
979,COMPLETE,4.198929727077484,3,full,24,1,32,4,even,0.006943678052339727,0.25539856567868224,0.75,0.9,1,linear,0.005182111863005961,0.15,0.06,1.0,11,192,2968352,0.16740292310714722,24,428199.19682545285,4,4.493498802185059,
980,COMPLETE,4.222763478755951,3,lean,16,1,32,4,midlate,0.012581717814612646,0.1419744117097712,0.75,0.9,1,linear,0.005235791497144923,0.1,0.06,1.0,10,192,2878188,0.14369100332260132,24,439017.93097808724,5,4.4924726486206055,
981,PRUNED,4.8764348183719575,2,full,24,2,16,4,midlate,0.007511040841157554,0.22797357119566558,1.25,1.05,1,linear,0.004704755452808007,0.15,0.06,1.0,13,128,2958640,,24,,6,,
982,PRUNED,4.7814006987658075,3,full,24,4,16,3,even,0.004970941099351704,0.15090580306161747,0.75,0.9,1,linear,0.004318743196355778,0.15,0.06,1.0,11,192,2968744,,24,,7,,
983,COMPLETE,4.168152034282684,3,full,32,2,32,6,late,0.011659808997254141,0.15077570156663891,1.25,1.05,1,linear,0.005315989678263283,0.15,0.06,1.0,11,192,3030424,0.17920297384262085,24,297732.01489537925,3,4.494194984436035,
984,COMPLETE,4.238379955291748,3,full,24,8,32,3,midlate,0.005966872942441729,0.2637764752144537,0.75,0.9,1,linear,0.004347040177534586,0.15,0.06,1.0,11,192,3043252,0.16143780946731567,24,227128.90093827998,6,4.494325160980225,
985,COMPLETE,4.243451118469238,3,full,24,4,32,2,even,0.01308220525312355,0.07412726225420245,1.25,0.9,1,linear,0.004679120057269545,0.15,0.06,1.0,11,192,2968356,0.12939661741256714,24,409114.3135693789,7,4.493480682373047,
986,COMPLETE,4.228160500526428,3,lean,32,4,32,3,midlate,0.007429541260379752,0.15322854386734924,1.25,0.9,1,linear,0.004636323710169348,0.15,0.06,1.0,10,192,2925236,0.16735363006591797,24,360604.38813543756,1,4.492984294891357,
987,FAIL,,3,full,32,4,32,4,midlate,0.004213954938126255,0.011071302778033427,1.25,1.05,1,linear,0.005057597417715151,0.15,0.06,1.0,11,192,3030428,,24,,2,,oom
988,COMPLETE,4.231273770332336,3,full,32,2,24,6,midlate,0.017218763751764624,0.1926527144664847,1.25,1.05,1,linear,0.004582569105566256,0.15,0.06,1.0,11,192,3018136,0.16897296905517578,24,338540.1579537673,5,4.494057655334473,
989,COMPLETE,4.196027100086212,3,full,32,4,32,6,late,0.014326772220192999,0.13887630628920794,0.8164965809277261,0.9,1,linear,0.005333871277662612,0.1,0.02,1.0,11,192,3080356,0.2108767032623291,24,209081.81210485002,4,4.494752883911133,
990,PRUNED,4.875118810647221,3,full,24,4,32,3,midlate,0.0033353767191720185,0.07833875654177858,0.8164965809277261,1.05,1,linear,0.0035880827373113806,0.15,0.04,1.0,11,192,2993320,,24,,0,,
991,PRUNED,4.832569604177261,3,full,24,1,32,4,midlate,0.009288304321684007,0.2378905894488885,0.75,0.9,1,linear,0.004386556910999959,0.05,0.01,1.0,11,192,2968352,,24,,7,,
992,COMPLETE,4.200632572174072,3,lean,24,4,32,6,late,0.00574857785735778,0.20199363177774843,0.8164965809277261,1.05,1,linear,0.0048413307798023525,0.15,0.06,1.0,10,192,2989088,0.19983577728271484,24,213578.0239717672,0,4.493729591369629,
993,COMPLETE,4.188967347145081,3,full,16,2,32,6,late,0.02874473858113951,0.1460312658525774,1.25,0.9,1,linear,0.005013674793525998,0.15,0.06,1.0,11,192,3006136,0.18652766942977905,24,299012.61009711894,7,4.493927478790283,
994,COMPLETE,4.20924186706543,3,full,32,2,32,3,late,0.02554862033654961,0.1446563964873472,1.25,1.05,1,linear,0.004913361451364914,0.15,0.06,1.0,11,192,2980498,0.15967798233032227,24,351276.88177711744,3,4.493614196777344,
995,COMPLETE,4.170900344848633,3,full,32,2,32,6,late,0.008831133804112948,0.14319485925146092,1.25,1.05,1,linear,0.005142487972777163,0.15,0.06,1.0,11,192,3030424,0.18206971883773804,24,300692.1254526971,5,4.494194984436035,
996,PRUNED,4.80449528585375,3,full,8,1,32,4,late,0.011606034132979781,0.020996763386231528,0.75,1.0,1,linear,0.004156721701318587,0.15,0.06,1.0,11,192,2944064,,24,,1,,
997,PRUNED,4.877257251557703,1,full,16,1,32,3,late,0.005275219385110347,0.0319831914265423,1.0,1.0,1,linear,0.00495339636515158,0.15,0.06,1.0,16,64,2919747,,24,,1,,
998,COMPLETE,4.2054667472839355,3,full,24,1,32,4,midlate,0.006485915791647114,0.17958136951024037,1.25,0.9,1,linear,0.005132047675495737,0.15,0.04,1.0,11,192,2968352,0.17459875345230103,24,410206.34875167266,6,4.493498802185059,
999,COMPLETE,4.204967975616455,3,full,32,4,32,3,midlate,0.009609798995256174,0.09808794075723726,1.0,1.05,1,linear,0.0052010233197062605,0.15,0.01,1.0,11,192,3005464,0.15725237131118774,24,340128.07729162544,1,4.493893146514893,
1000,COMPLETE,4.219004392623901,3,full,24,4,32,6,late,0.008952787433837305,0.08408413290642676,0.8164965809277261,0.9,1,linear,0.0044270832722297085,0.15,0.06,0.5,11,192,3068212,0.17982697486877441,24,218067.18840012501,3,4.494626998901367,
1001,COMPLETE,4.179387629032135,3,full,32,8,32,3,midlate,0.01157123261224379,0.1851443605482911,0.8164965809277261,0.9,1,linear,0.005365672552125024,0.1,0.06,1.0,11,192,3055396,0.182420551776886,24,238723.54443706566,4,4.49445104598999,
1002,COMPLETE,4.224707007408142,3,full,24,4,32,4,midlate,0.006897321029369165,0.009363454540450025,1.25,1.05,1,learned,0.005375147196072545,0.1,0.02,1.0,11,192,3018284,0.15769892930984497,24,265748.3868617514,7,4.494053840637207,
1003,COMPLETE,4.210318922996521,3,full,16,8,32,4,late,0.021747602113009922,0.016826066379568447,0.75,0.9,1,linear,0.004970833178780045,0.1,0.06,1.0,11,192,3072716,0.17349088191986084,24,187939.9967710102,6,4.494656085968018,
1004,COMPLETE,4.228944778442383,3,full,24,4,16,3,midlate,0.011348767040617103,0.1434123258512562,0.8164965809277261,0.9,1,linear,0.005493173744238454,0.05,0.06,1.0,11,192,2968744,0.08688372373580933,24,466289.91848006786,5,4.493492603302002,
1005,COMPLETE,4.185044765472412,3,full,32,2,32,6,late,0.008315630336905178,0.2982197656690484,1.25,1.05,1,linear,0.004856115093636465,0.15,0.06,1.0,11,192,3030424,0.1916326880455017,24,295330.9536987561,1,4.494194984436035,
1006,PRUNED,4.89285903515254,1,full,24,8,32,2,late,0.011170768882957968,0.2444195045627504,0.8164965809277261,0.9,1,linear,0.005288163710832181,0.15,0.06,1.0,16,64,2983184,,24,,0,,
1007,PRUNED,4.814446109490269,3,full,32,2,8,6,late,0.008382498208315003,0.0787745517290277,1.25,1.05,1,linear,0.0034069527792913823,0.1,0.06,1.0,11,192,2993560,,24,,2,,
1008,COMPLETE,4.204764783382416,3,full,16,4,32,3,even,0.010809965596140126,0.15613187234943493,0.8164965809277261,0.9,1,linear,0.0054713823195586386,0.0,0.06,1.0,11,192,2981176,0.15694695711135864,24,357898.4075482835,5,4.493625640869141,
1009,COMPLETE,4.1894460916519165,3,full,32,2,32,6,late,0.01016901323306141,0.03144956998254047,1.0,1.05,1,linear,0.004904079810479125,0.15,0.06,1.0,11,192,3030424,0.17155802249908447,24,256211.68969515598,2,4.494194984436035,
1010,PRUNED,4.82655091133793,3,full,24,4,32,6,late,0.016029994107589537,0.14929783716011,1.25,0.9,1,linear,0.004113306877935857,0.1,0.06,1.0,11,192,3068212,,24,,0,,
1011,COMPLETE,4.24924236536026,3,lean,32,1,16,6,late,0.010214258136440914,0.09121978039442813,1.25,1.05,1,linear,0.005028076901722857,0.15,0.06,1.0,10,192,2912942,0.09545230865478516,24,405985.51628946577,7,4.4928741455078125,
1012,PRUNED,4.7254378061221765,3,full,24,1,8,3,midlate,0.004138650812313797,0.20086436159228357,0.8164965809277261,1.05,1,linear,0.0049463438144390325,0.15,0.06,1.0,11,192,2946655,,24,,3,,
1013,COMPLETE,4.238544285297394,3,full,16,2,32,4,late,0.006854249897693814,0.04017188555704332,0.75,0.9,2,linear,0.005453009869888568,0.15,0.06,0.5,11,192,2972852,0.04722857475280762,24,357556.38494838495,3,4.493662357330322,
1014,PRUNED,4.864203995054545,3,full,32,8,32,3,late,0.008232554879408818,0.1267487007967841,0.8164965809277261,0.9,1,linear,0.003904988687309802,0.1,0.06,1.0,11,192,3055396,,24,,4,,
1015,COMPLETE,4.175279855728149,3,full,32,8,32,3,midlate,0.008426128555900721,0.2246217946402857,0.75,0.9,1,linear,0.005490953587694597,0.1,0.06,1.0,11,192,3055396,0.17880487442016602,24,231066.98954721016,5,4.49445104598999,
1016,COMPLETE,4.250744044780731,3,full,32,8,32,4,midlate,0.0038425710078518636,0.18355278152065244,1.25,0.9,1,one,0.005476749396406295,0.15,0.06,1.0,11,192,3094924,0.05658787488937378,24,191817.03757655155,1,4.494891166687012,
1017,COMPLETE,4.235988676548004,3,full,32,8,32,3,midlate,0.01161270293580479,0.10474357997066823,0.8164965809277261,0.9,1,linear,0.004709348252421862,0.0,0.06,1.0,11,192,3055396,0.14223474264144897,24,242724.51418287953,0,4.49445104598999,
1018,COMPLETE,4.239502549171448,3,full,32,8,32,3,midlate,0.008994538157112623,0.09270353898128769,0.8164965809277261,0.9,1,linear,0.004361048776575811,0.1,0.06,0.5,11,192,3055396,0.14372843503952026,24,236230.1774524279,7,4.49445104598999,
1019,PRUNED,4.873475425243935,3,full,32,8,32,3,midlate,0.015954064064153915,0.08123640192099969,0.8164965809277261,0.9,1,linear,0.003713071044861629,0.1,0.04,1.0,11,192,3055396,,24,,2,,
1020,PRUNED,4.541741914975978,3,full,32,2,8,6,late,0.014302022749884204,0.24483415730422933,0.8164965809277261,1.05,1,learned,0.004638646659276294,0.15,0.06,1.0,11,192,2993560,,24,,4,,
1021,COMPLETE,4.225188076496124,3,full,32,4,32,6,late,0.005943264096919208,0.11251647139524415,0.8164965809277261,1.05,1,head_scalar,0.005219545561751851,0.15,0.06,1.0,11,192,3078820,0.08034080266952515,24,214473.45897576076,6,4.494732856750488,
1022,COMPLETE,4.261832654476166,3,full,32,1,16,4,late,0.004180458241669529,0.007189854573453971,0.75,0.9,1,linear,0.004467613286041183,0.15,0.06,1.0,11,192,2972304,0.06808364391326904,24,370554.947300308,3,4.493533134460449,
1023,COMPLETE,4.176936030387878,3,lean,32,2,32,6,late,0.007117402869834708,0.08470438597034069,0.75,0.9,1,linear,0.0054752430179921315,0.15,0.06,1.0,10,192,2950196,0.1865307092666626,24,313555.8582021961,4,4.4932861328125,
1024,COMPLETE,4.227847695350647,2,full,24,4,24,4,midlate,0.007190197774037204,0.026082989888696364,1.25,1.05,1,learned,0.0054991234795320545,0.15,0.06,1.0,13,128,2991928,0.13031578063964844,24,311980.49987174745,2,4.4937872886657715,
1025,PRUNED,4.704342915198264,3,full,32,4,32,3,midlate,0.00674753093687559,0.04239419049223983,0.8164965809277261,1.05,1,one,0.004649310513311813,0.15,0.04,1.0,11,192,3004684,,24,,3,,
1026,PRUNED,4.786356962139855,3,full,16,8,8,4,midlate,0.017997877092663744,0.025769863286275882,0.75,1.05,1,linear,0.0045688940561407635,0.15,0.06,1.0,11,192,2974412,,24,,0,,
1027,PRUNED,4.422683970382108,3,lean,24,4,32,4,midlate,0.004105169792204624,0.017178376251131316,1.25,1.05,1,one,0.005147629577982869,0.15,0.06,1.0,10,192,2938120,,24,,5,,
1028,COMPLETE,4.153550982475281,3,full,32,2,32,6,late,0.015296322015417384,0.18787253910265442,0.8164965809277261,1.05,1,linear,0.005442782570005058,0.1,0.06,1.0,11,192,3030424,0.19242972135543823,24,289631.9516489661,3,4.494194984436035,
1029,COMPLETE,4.254998743534088,3,full,32,1,16,3,midlate,0.009936042726695423,0.12237023480251068,0.75,0.9,1,linear,0.005062739779188657,0.1,0.06,1.0,11,192,2961871,0.0616191029548645,24,507403.83092809387,7,4.493408203125,
1030,PRUNED,4.825222956639647,3,full,32,8,32,3,midlate,0.014051556373869482,0.16504180871431626,0.75,0.9,1,linear,0.004107049135816561,0.1,0.06,1.0,11,192,3055396,,24,,2,,
1031,PRUNED,4.783044233585131,3,full,32,1,32,3,midlate,0.016862849901447055,0.07441130519210763,0.8164965809277261,0.9,1,linear,0.004193858772729427,0.1,0.06,1.0,11,192,2968015,,24,,0,,
1032,PRUNED,4.855379806366253,3,full,24,4,32,4,midlate,0.0036503952624523063,0.03579552326053938,0.8164965809277261,1.05,1,one,0.004521735520397554,0.15,0.02,1.0,11,192,3017244,,24,,4,,
1033,COMPLETE,4.203891396522522,3,lean,32,2,32,6,late,0.007062380882772779,0.18094799798502637,0.75,0.9,1,linear,0.004721458685645413,0.15,0.06,1.0,10,192,2950196,0.19518440961837769,24,292288.9767085765,1,4.4932861328125,
1034,PRUNED,4.78331736161288,3,lean,24,1,32,3,midlate,0.006780683318427017,0.05469703474536158,0.8164965809277261,1.05,1,linear,0.004293126447762535,0.15,0.04,1.0,10,192,2876747,,24,,0,,
1035,PRUNED,4.859215197775599,1,full,32,2,32,6,late,0.005751513356273235,0.224245566066788,1.25,0.9,1,linear,0.004907341131041488,0.05,0.06,1.0,16,64,3017484,,24,,7,,
1036,PRUNED,4.671183390717333,3,full,32,2,16,6,late,0.009696443391378389,0.15827213409908716,1.25,1.05,1,linear,0.0052642026902083375,0.0,0.02,1.0,11,192,3005848,,24,,6,,
1037,PRUNED,4.476985494645481,3,full,32,8,32,3,midlate,0.00475356615509251,0.10158159340225553,0.8164965809277261,0.9,1,head_scalar,0.0048978369956480085,0.1,0.06,1.0,11,192,3053860,,24,,0,,
1038,PRUNED,4.872975735769623,1,lean,32,2,32,3,late,0.011130853672865874,0.04726943728088717,0.75,0.9,1,linear,0.004424881109375929,0.15,0.06,1.0,15,64,2913210,,24,,4,,
1039,COMPLETE,4.20637720823288,3,full,24,8,32,3,even,0.01031961071955308,0.2909840629136402,0.75,0.9,1,linear,0.005413549605487477,0.1,0.06,1.0,11,192,3043252,0.18006038665771484,24,241107.99911115892,2,4.494325160980225,
1040,PRUNED,4.872532356357206,1,full,32,8,32,3,midlate,0.012201588204197162,0.14714997124382478,0.8164965809277261,0.9,1,one,0.0052296397232972506,0.1,0.06,1.0,16,64,3040896,,24,,6,,
1041,PRUNED,4.831891130118752,3,full,16,2,16,6,midlate,0.010214465621168367,0.06664635780606294,0.75,0.9,1,linear,0.004395687426823809,0.15,0.06,0.5,11,192,2981560,,24,,7,,
1042,COMPLETE,4.203921973705292,3,lean,32,2,32,6,late,0.004675437188242976,0.02642624019586785,0.75,1.0,1,linear,0.005147397531930216,0.1,0.06,1.0,10,192,2950196,0.20512938499450684,24,305456.3250995119,5,4.4932861328125,
1043,PRUNED,4.8271778813281925,3,lean,32,8,32,3,midlate,0.020804502835921484,0.24836101345303138,0.8164965809277261,0.9,2,linear,0.00438727284196018,0.1,0.06,1.0,10,192,2975168,,24,,4,,
1044,PRUNED,4.7556849627333655,3,full,24,4,8,3,midlate,0.010144403305814148,0.026317352117249043,0.8164965809277261,1.05,1,linear,0.004539628028970614,0.15,0.04,1.0,11,192,2956456,,24,,3,,
1045,COMPLETE,4.168948471546173,3,full,32,2,32,6,late,0.007962002896653813,0.09289627369129168,0.8164965809277261,1.0,1,linear,0.005143665353260794,0.1,0.06,1.0,11,192,3030424,0.1689518690109253,24,289116.91500815144,7,4.494194984436035,
1046,COMPLETE,4.217714905738831,3,full,24,2,32,6,late,0.02104491324779832,0.04676460271685883,1.25,1.05,1,linear,0.004642511731031724,0.15,0.06,1.0,11,192,3018280,0.17669737339019775,24,303892.55513290607,3,4.4940690994262695,
1047,PRUNED,4.890478873091812,3,full,24,2,16,6,late,0.028904914486590157,0.2821404807146491,1.25,1.05,1,linear,0.003381392514702305,0.15,0.06,1.0,11,192,2993704,,24,,1,,
1048,PRUNED,4.6759182806802055,3,lean,32,1,8,6,late,0.005053719422522924,0.04538033568370551,1.0,0.9,1,linear,0.004578960756426971,0.15,0.06,1.0,10,192,2906798,,24,,6,,
1049,PRUNED,4.849993015637244,3,full,16,1,32,4,late,0.004313348024628217,0.03602839462072269,1.0,1.0,1,linear,0.004659185156223448,0.0,0.04,1.0,11,192,2956208,,24,,4,,
1050,PRUNED,4.778091131936732,2,lean,24,4,32,3,late,0.027161237382215486,0.22652490830043961,1.0,1.05,1,learned,0.005298229368798776,0.15,0.06,1.0,12,128,2917164,,24,,6,,
1051,COMPLETE,4.226615130901337,3,full,32,2,32,6,late,0.011774215285554862,0.09741272404337847,1.25,1.0,1,linear,0.004473768566817202,0.15,0.02,1.0,11,192,3030424,0.16558939218521118,24,292953.94666367304,1,4.494194984436035,
1052,COMPLETE,4.165255546569824,3,full,32,2,32,6,late,0.02286630964068031,0.21043028508452355,0.8164965809277261,1.05,1,linear,0.005025673767283742,0.1,0.06,1.0,11,192,3030424,0.19463706016540527,24,307520.8333794509,0,4.494194984436035,
1053,PRUNED,4.8803782526215596,3,full,8,4,32,4,midlate,0.003192344436224204,0.011803278824899358,1.25,1.05,1,linear,0.004019334105141876,0.15,0.06,1.0,11,192,2993996,,24,,4,,
1054,COMPLETE,4.178336322307587,3,full,24,4,32,3,late,0.026917687446527727,0.12467742277409616,1.0,1.05,1,linear,0.0052762806865867574,0.15,0.06,1.0,11,192,2993320,0.18093901872634888,24,313674.6516786575,5,4.493767261505127,
1055,PRUNED,4.464694162978472,3,full,24,2,8,6,late,0.029139336313363445,0.22529551400908948,1.25,1.05,1,one,0.005352805088540813,0.15,0.06,1.0,11,192,2980636,,24,,6,,
1056,COMPLETE,4.203593015670776,3,full,32,2,32,6,late,0.006547228710143351,0.0791731850920632,0.8164965809277261,1.0,1,linear,0.004414760577015043,0.05,0.06,0.5,11,192,3030424,0.16687220335006714,24,304457.3602979617,7,4.494194984436035,
1057,COMPLETE,4.2246145606040955,3,full,32,2,32,6,late,0.007622706072538405,0.11159318756045448,0.8164965809277261,1.0,1,linear,0.00416331195814532,0.1,0.06,1.0,11,192,3030424,0.14962983131408691,24,296626.14002943836,4,4.494194984436035,
1058,PRUNED,4.911613643637958,1,full,32,1,32,3,late,0.01564248068895905,0.11096451999828123,1.0,1.05,2,linear,0.003983184261836778,0.15,0.06,1.0,16,64,2955075,,24,,2,,
1059,COMPLETE,4.181339681148529,3,full,32,2,32,6,late,0.004943585714154228,0.11951824690551636,0.8164965809277261,0.9,1,learned,0.004862994502911775,0.1,0.06,1.0,11,192,3030424,0.16725975275039673,24,315582.10801146243,3,4.494194984436035,
1060,PRUNED,4.8507536839553005,3,full,32,4,8,4,midlate,0.009093713169256643,0.1432259583292527,1.25,1.05,1,learned,0.004207073133714658,0.15,0.06,1.0,11,192,2981276,,24,,6,,
1061,COMPLETE,4.219756484031677,2,full,32,8,32,3,midlate,0.01902941564779074,0.22306006748794233,0.8164965809277261,0.9,1,linear,0.005214277531994457,0.1,0.06,1.0,13,128,3047632,0.15536248683929443,24,234140.03785156482,2,4.494390487670898,
1062,PRUNED,4.7777607932366015,3,full,32,2,32,2,late,0.024588815635289727,0.20569567629572788,0.8164965809277261,1.0,1,linear,0.00440096629216368,0.15,0.06,1.0,11,192,2963856,,24,,6,,
1063,COMPLETE,4.218318402767181,3,full,32,8,32,3,midlate,0.006730433617416602,0.18811671434294663,0.8164965809277261,0.9,1,linear,0.00530184570474437,0.1,0.02,1.0,11,192,3055396,0.15637898445129395,24,236765.45583152497,1,4.49445104598999,
1064,COMPLETE,4.227261543273926,3,full,32,1,32,6,late,0.015512761680833754,0.2705854984767057,0.8164965809277261,1.05,1,linear,0.00414641094243003,0.1,0.06,1.0,11,192,3005458,0.1807001829147339,24,345885.4157048878,0,4.49392032623291,
1065,PRUNED,4.886578571297157,3,full,32,2,32,6,late,0.006927035638650303,0.035567261070580815,1.25,1.05,2,head_scalar,0.0035197558283504133,0.15,0.06,1.0,11,192,3029656,,24,,6,,
1066,COMPLETE,4.197717905044556,3,full,32,2,32,6,late,0.01631564535122411,0.04742804580977658,0.75,1.05,1,linear,0.0044523344520532165,0.1,0.06,1.0,11,192,3030424,0.1561504602432251,24,266909.76088245574,5,4.494194984436035,
1067,COMPLETE,4.234273731708527,2,full,32,2,32,6,midlate,0.01147231083104829,0.11471408982514876,1.25,1.05,1,linear,0.005235871188428618,0.0,0.06,1.0,13,128,3022660,0.1532025933265686,24,298706.7392207717,6,4.494134426116943,
1068,PRUNED,4.734980974995333,3,full,32,2,32,3,late,0.016092242480855192,0.06553355125671552,0.8164965809277261,1.05,2,linear,0.004256461563263873,0.1,0.06,1.0,11,192,2980498,,24,,7,,
1069,PRUNED,4.875290358870222,3,full,32,2,32,6,late,0.013359215248803022,0.16674674389583793,0.8164965809277261,1.05,1,linear,0.003002505556830087,0.1,0.04,1.0,11,192,3030424,,24,,4,,
1070,COMPLETE,4.238931596279144,3,lean,32,2,32,4,late,0.013032928109729875,0.10662261672716004,1.25,1.05,1,learned,0.004442352425940269,0.15,0.06,1.0,10,192,2916912,0.1498982310295105,24,381767.8009814633,3,4.492898941040039,
1071,PRUNED,4.881758859444916,3,full,32,2,24,6,late,0.025019599458315264,0.15120275222830348,0.8164965809277261,1.05,1,linear,0.0039313415955030155,0.0,0.06,1.0,11,192,3018136,,24,,0,,
1072,PRUNED,4.5343129354048894,3,full,16,1,32,4,midlate,0.020909408249620485,0.15728750807115066,0.75,0.9,1,one,0.004771743809738316,0.15,0.04,0.5,11,192,2955948,,24,,7,,
1073,PRUNED,4.84286344319251,3,lean,24,4,32,2,midlate,0.009000086515496702,0.2575930255637041,1.25,1.05,2,linear,0.004046301893498459,0.15,0.06,1.0,10,192,2889232,,24,,4,,
1074,PRUNED,4.38624697169129,3,full,32,4,32,3,late,0.021027305631870753,0.05473349907330277,0.75,1.05,1,linear,0.004763654786523594,0.05,0.01,1.0,11,192,3005464,,24,,0,,
1075,COMPLETE,4.180328130722046,3,full,32,2,32,6,late,0.018892494483253582,0.17063182234371677,0.8164965809277261,1.05,1,learned,0.004938048271632876,0.1,0.06,1.0,11,192,3030424,0.15765154361724854,24,281108.2017214872,7,4.494194984436035,
1076,PRUNED,4.833221328081871,3,full,24,4,32,3,late,0.02087478662527219,0.04880079139234203,1.0,0.9,1,linear,0.0043947766437341775,0.15,0.06,1.0,11,192,2993320,,24,,5,,
1077,COMPLETE,4.1902413964271545,3,full,32,2,32,6,even,0.009124351338966238,0.2568732176631171,0.8164965809277261,1.05,1,linear,0.004873710978522896,0.1,0.06,1.0,11,192,3030424,0.1758015751838684,24,293559.2337555819,2,4.494194984436035,
1078,COMPLETE,4.200835406780243,3,full,32,2,32,6,late,0.02815294817111831,0.23447751216959703,0.8164965809277261,1.05,1,linear,0.005131056021429111,0.1,0.02,1.0,11,192,3030424,0.16987240314483643,24,294906.1641779836,4,4.494194984436035,
1079,PRUNED,4.89686374208698,1,lean,32,8,32,3,midlate,0.006909250579617298,0.044003942346875755,0.75,1.0,1,linear,0.0047280940432722395,0.1,0.06,1.0,15,64,2988108,,24,,3,,
1080,PRUNED,4.984020281962421,1,full,16,1,32,4,midlate,0.010647802158132703,0.166185825260175,0.75,0.9,1,one,0.003928751192247716,0.05,0.06,1.0,16,64,2931968,,24,,1,,
1081,PRUNED,4.901556248972883,2,full,8,4,32,3,even,0.02915443443774639,0.05247009106353036,1.0,1.05,1,linear,0.004329694298326266,0.15,0.06,1.0,13,128,2954644,,24,,6,,
1082,COMPLETE,4.204279661178589,3,full,32,2,24,6,late,0.009599077729558442,0.10080105440320176,0.75,1.0,1,linear,0.005248134762372418,0.1,0.06,1.0,11,192,3018136,0.16309702396392822,24,351449.0482930742,5,4.494057655334473,
1083,PRUNED,4.89176337882629,2,full,32,2,16,6,late,0.013260118206030798,0.13182008496995873,0.8164965809277261,1.05,1,linear,0.004421736674832901,0.1,0.06,1.0,13,128,2998084,,24,,1,,
1084,COMPLETE,4.240186154842377,3,full,24,4,32,2,late,0.01632792860936109,0.2592276688334546,1.25,1.05,1,linear,0.004589338564435135,0.15,0.02,1.0,11,192,2968356,0.1741846203804016,24,442885.7184766987,6,4.493480682373047,
1085,COMPLETE,4.179817855358124,3,full,24,4,32,3,late,0.01187634010076433,0.11903723392203357,0.8164965809277261,1.0,1,learned,0.005304547206850818,0.15,0.06,1.0,11,192,2993320,0.1806403398513794,24,335665.3321599502,3,4.493767261505127,
1086,PRUNED,4.985230645135813,3,full,24,4,32,3,late,0.020717188390225665,0.23548191418455625,1.0,1.05,2,linear,0.0028296190342750552,0.15,0.06,1.0,11,192,2993320,,24,,0,,
1087,COMPLETE,4.226593732833862,3,full,24,1,32,4,late,0.007819088688439477,0.025286573068321657,1.0,1.0,1,linear,0.004767605635896224,0.15,0.04,1.0,11,192,2968352,0.154751718044281,24,402451.56519829424,1,4.493498802185059,
1088,PRUNED,4.940719640590338,1,full,16,2,24,6,late,0.023342135567255774,0.13111484531505757,1.25,1.05,1,linear,0.004545287235346726,0.15,0.06,1.0,16,64,2969868,,24,,7,,
1089,PRUNED,4.888645313005995,2,full,16,4,32,6,late,0.005681889087887435,0.14663620994357957,0.8164965809277261,0.9,1,linear,0.003946107719192322,0.15,0.06,1.0,13,128,3043888,,24,,2,,
1090,PRUNED,4.824404603534106,3,full,32,1,32,6,late,0.005424469528161894,0.05734884703972854,0.8164965809277261,1.0,1,linear,0.004712261680240174,0.1,0.01,1.0,11,192,3005458,,24,,0,,
1091,COMPLETE,4.19173002243042,3,full,32,2,32,3,midlate,0.007746933227971818,0.2769717435562914,0.75,0.9,1,linear,0.005452055091295406,0.0,0.06,1.0,11,192,2980498,0.1643826961517334,24,418856.891926541,5,4.493614196777344,
1092,PRUNED,4.494650731108326,3,full,16,1,32,4,midlate,0.006729837488973638,0.14699862624315538,0.75,1.0,1,one,0.005166924574030997,0.15,0.06,1.0,11,192,2955948,,24,,4,,
1093,COMPLETE,4.216380298137665,3,full,24,2,32,3,midlate,0.01393967026807468,0.13351531621008808,0.75,0.9,1,linear,0.004727001599660296,0.1,0.06,0.5,11,192,2968354,0.1471424698829651,24,400362.8271237394,7,4.493488311767578,
